,Code,Borough,Month,Average Price,Year
1194,E09000007,Camden,7,1102369.0,2017
1195,E09000008,Croydon,7,390622.0,2017
1196,E09000009,Ealing,7,572955.0,2017
1197,E09000010,Enfield,7,462886.0,2017
1198,E09000011,Greenwich,7,459790.0,2017
1199,E09000012,Hackney,7,602908.0,2017
1200,E09000013,Hammersmith and Fulham,7,951712.5,2017
1201,E09000014,Haringey,7,656527.5,2017
1202,E09000015,Harrow,7,524298.5,2017
1203,E09000016,Havering,7,376258.5,2017
1204,E09000017,Hillingdon,7,449687.5,2017
1205,E09000018,Hounslow,7,482805.5,2017
1206,E09000019,Islington,7,778921.0,2017
1207,E09000020,Kensington and Chelsea,7,2077940.0,2017
1208,E09000021,Kingston upon Thames,7,563214.0,2017
1209,E09000022,Lambeth,7,602506.5,2017
1210,E09000023,Lewisham,7,458552.5,2017
1211,E09000024,Merton,7,616751.0,2017
1212,E09000025,Newham,7,404008.5,2017
1213,E09000026,Redbridge,7,441297.0,2017
1214,E09000027,Richmond upon Thames,7,802986.5,2017
1215,E09000028,Southwark,7,665200.5,2017
1216,E09000029,Sutton,7,395520.0,2017
1217,E09000030,Tower Hamlets,7,538508.5,2017
1218,E09000031,Waltham Forest,7,450249.5,2017
1219,E09000032,Wandsworth,7,816504.0,2017
1220,E09000033,Westminster,7,1651705.5,2017
1221,E09000001,City of London,8,961782.0,2017
1222,E09000002,Barking and Dagenham,8,302685.0,2017
1223,E09000003,Barnet,8,638640.0,2017
1224,E09000004,Bexley,8,352459.0,2017
1225,E09000005,Brent,8,547211.0,2017
1226,E09000006,Bromley,8,496853.0,2017
1227,E09000007,Camden,8,1121810.0,2017
1228,E09000008,Croydon,8,395861.0,2017
1229,E09000009,Ealing,8,577818.0,2017
1230,E09000010,Enfield,8,461150.0,2017
1231,E09000011,Greenwich,8,463021.0,2017
1232,E09000012,Hackney,8,603130.0,2017
1233,E09000013,Hammersmith and Fulham,8,965532.0,2017
1234,E09000014,Haringey,8,668129.0,2017
1235,E09000015,Harrow,8,526389.0,2017
1236,E09000016,Havering,8,379655.0,2017
1237,E09000017,Hillingdon,8,452468.0,2017
1238,E09000018,Hounslow,8,484162.0,2017
1239,E09000019,Islington,8,786563.0,2017
1240,E09000020,Kensington and Chelsea,8,2087382.0,2017
1241,E09000021,Kingston upon Thames,8,569994.0,2017
1242,E09000022,Lambeth,8,606992.0,2017
1243,E09000023,Lewisham,8,464842.0,2017
1244,E09000024,Merton,8,622630.0,2017
1245,E09000025,Newham,8,408103.0,2017
1246,E09000026,Redbridge,8,446246.0,2017
1247,E09000027,Richmond upon Thames,8,807646.0,2017
1248,E09000028,Southwark,8,667660.0,2017
1249,E09000029,Sutton,8,397078.0,2017
1250,E09000030,Tower Hamlets,8,545748.0,2017
1251,E09000031,Waltham Forest,8,454901.0,2017
1252,E09000032,Wandsworth,8,816530.0,2017
1253,E09000033,Westminster,8,1644862.0,2017
1254,E09000001,City of London,10,956270.5,2017
1255,E09000002,Barking and Dagenham,10,302101.5,2017
1256,E09000003,Barnet,10,653116.5,2017
1257,E09000004,Bexley,10,355118.5,2017
1258,E09000005,Brent,10,562957.5,2017
1259,E09000006,Bromley,10,499737.5,2017
1260,E09000007,Camden,10,1110842.5,2017
1261,E09000008,Croydon,10,397753.0,2017
1262,E09000009,Ealing,10,577963.5,2017
1263,E09000010,Enfield,10,462477.5,2017
1264,E09000011,Greenwich,10,462920.0,2017
1265,E09000012,Hackney,10,609042.0,2017
1266,E09000013,Hammersmith and Fulham,10,968881.5,2017
1267,E09000014,Haringey,10,676058.0,2017
1268,E09000015,Harrow,10,526797.5,2017
1269,E09000016,Havering,10,383595.0,2017
1270,E09000017,Hillingdon,10,452369.5,2017
1271,E09000018,Hounslow,10,496019.0,2017
1272,E09000019,Islington,10,782426.5,2017
1273,E09000020,Kensington and Chelsea,10,2089933.0,2017
1274,E09000021,Kingston upon Thames,10,571966.0,2017
1275,E09000022,Lambeth,10,611558.5,2017
1276,E09000023,Lewisham,10,469992.0,2017
1277,E09000024,Merton,10,630574.5,2017
1278,E09000025,Newham,10,408790.0,2017
1279,E09000026,Redbridge,10,449341.0,2017
1280,E09000027,Richmond upon Thames,10,813344.5,2017
1281,E09000028,Southwark,10,654434.5,2017
1282,E09000029,Sutton,10,399599.0,2017
1283,E09000030,Tower Hamlets,10,549878.5,2017
1284,E09000031,Waltham Forest,10,457411.0,2017
1285,E09000032,Wandsworth,10,817486.5,2017
1286,E09000033,Westminster,10,1681492.5,2017
1287,E09000001,City of London,11,950759.0,2017
1288,E09000002,Barking and Dagenham,11,301518.0,2017
1289,E09000003,Barnet,11,667593.0,2017
1290,E09000004,Bexley,11,357778.0,2017
1291,E09000005,Brent,11,578704.0,2017
1292,E09000006,Bromley,11,502622.0,2017
1293,E09000007,Camden,11,1099875.0,2017
1294,E09000008,Croydon,11,399645.0,2017
1295,E09000009,Ealing,11,578109.0,2017
1296,E09000010,Enfield,11,463805.0,2017
1297,E09000011,Greenwich,11,462819.0,2017
1298,E09000012,Hackney,11,614954.0,2017
1299,E09000013,Hammersmith and Fulham,11,972231.0,2017
1300,E09000014,Haringey,11,683987.0,2017
1301,E09000015,Harrow,11,527206.0,2017
1302,E09000016,Havering,11,387535.0,2017
1303,E09000017,Hillingdon,11,452271.0,2017
1304,E09000018,Hounslow,11,507876.0,2017
1305,E09000019,Islington,11,778290.0,2017
1306,E09000020,Kensington and Chelsea,11,2092484.0,2017
1307,E09000021,Kingston upon Thames,11,573938.0,2017
1308,E09000022,Lambeth,11,616125.0,2017
1309,E09000023,Lewisham,11,475142.0,2017
1310,E09000024,Merton,11,638519.0,2017
1311,E09000025,Newham,11,409477.0,2017
1312,E09000026,Redbridge,11,452436.0,2017
1313,E09000027,Richmond upon Thames,11,819043.0,2017
1314,E09000028,Southwark,11,641209.0,2017
1315,E09000029,Sutton,11,402120.0,2017
1316,E09000030,Tower Hamlets,11,554009.0,2017
1317,E09000031,Waltham Forest,11,459921.0,2017
1318,E09000032,Wandsworth,11,818443.0,2017
1319,E09000033,Westminster,11,1718123.0,2017
